"region","country","index","market","year","open","high","low","close","volume","adjust","yearly_return_rate","ave_daily_return_rate","inflation_rate","average_annual_growth_rate","real_annual_average_growth_rate","real_yearly_return_rate"
"Europe","Germany","DAX","Frankfurt Stock Exchange (FRA)",2006,5410.240234375,6629.330078125,5243.7099609375,6596.919921875,29859120600,6596.919921875,21.9339555378743,0.0826381745656898,1.57742642840563,10.0831281893131,8.37361415816389,20.0404064418943
"Europe","Germany","DAX","Frankfurt Stock Exchange (FRA)",2007,6614.72998046875,8151.56982421875,6437.25,8067.31982421875,37215986100,8067.31982421875,21.9599265282037,0.0846381993361076,2.29834400700951,10.0831281893131,7.60988289484941,19.219844379736
"Europe","Germany","DAX","Frankfurt Stock Exchange (FRA)",2008,8045.97021484375,8100.64013671875,4014.60009765625,4810.2001953125,45143788700,4810.2001953125,-40.2160327857252,-0.17509436314342,2.62837981637219,10.0831281893131,7.26382739967184,-41.7471392209024
"Europe","Germany","DAX","Frankfurt Stock Exchange (FRA)",2009,4856.85009765625,6026.68994140625,3588.88989257812,5957.43017578125,30561062400,5957.43017578125,22.6603674397137,0.100102661075547,0.312739007368447,10.0831281893131,9.73992862584181,22.2779565720997
"Europe","Germany","DAX","Frankfurt Stock Exchange (FRA)",2010,5975.52001953125,7087.83984375,5433.02001953125,6914.18994140625,30150390100,6914.18994140625,15.7085896927283,0.0647993269703011,1.1038103778926,10.0831281893131,8.8812852629973,14.4453302603016
"Europe","Germany","DAX","Frankfurt Stock Exchange (FRA)",2011,6973.39013671875,7600.41015625,4965.7998046875,5898.35009765625,41028429600,5898.35009765625,-15.4163185765532,-0.0455395584699915,2.07517283735874,10.0831281893131,7.84515482987604,-17.1358920369226
"Europe","Germany","DAX","Frankfurt Stock Exchange (FRA)",2012,5900.18017578125,7682.89990234375,5900.18017578125,7612.39013671875,37918472800,7612.39013671875,29.019621603518,0.107920118004813,2.00848884782956,10.0831281893131,7.91565430748498,26.4792989885205
"Europe","Germany","DAX","Frankfurt Stock Exchange (FRA)",2013,7689.4599609375,9594.349609375,7418.35986328125,9552.16015625,26900532600,9552.16015625,24.2240704129422,0.094346511377465,1.50472330251876,10.0831281893131,8.45123715201683,22.3825516401952
"Europe","Germany","DAX","Frankfurt Stock Exchange (FRA)",2014,9598.25,10093.0302734375,8354.9697265625,9805.5498046875,22349071800,9805.5498046875,2.15976667296122,0.0159373067648946,0.906794000434246,10.0831281893131,9.09387150764038,1.24171289449706
"Europe","Germany","DAX","Frankfurt Stock Exchange (FRA)",2016,10485.8095703125,11481.66015625,8699.2900390625,11481.0595703125,24677324000,11481.0595703125,9.49139876445743,0.0346912040450386,0.491747008445174,10.0831281893131,9.54444664999397,8.95561279799022
"Europe","Germany","DAX","Frankfurt Stock Exchange (FRA)",2019,10477.76953125,13425.849609375,10386.9697265625,13249.009765625,21466139100,13249.009765625,26.4487611233456,0.0943325795075375,1.44565976888253,10.0831281893131,8.51437946197875,24.6467925896742
"Europe","Germany","DAX","Frankfurt Stock Exchange (FRA)",2020,13233.7099609375,13903.1103515625,8255.650390625,13718.7802734375,25614962400,13718.7802734375,3.66541441464111,0.0353960484259421,0.144877925813982,10.0831281893131,9.92387276248044,3.51544338736436
"Europe","Germany","DAX","Frankfurt Stock Exchange (FRA)",2021,13890.2197265625,16290.1904296875,13310.9501953125,15884.8603515625,16693324700,15884.8603515625,14.3600365168134,0.061596065633015,3.06666666666673,10.0831281893131,6.80769229234772,10.9573446152782
"Europe","Germany","DAX","Frankfurt Stock Exchange (FRA)",2022,15947.4404296875,16285.349609375,11862.83984375,13923.58984375,20035033500,13923.58984375,-12.6907549513083,-0.0405717015796378,6.87257438551097,10.0831281893131,3.00409513129256,-18.305285008154
"Europe","Germany","DAX","Frankfurt Stock Exchange (FRA)",2023,13992.7099609375,17003.279296875,13976.4404296875,16751.640625,17935832600,16751.640625,19.7169145345285,0.0758591405697635,5.94643667725823,10.0831281893131,3.90451216840486,12.9975847127534
"Europe","Germany","DAX","Frankfurt Stock Exchange (FRA)",2024,16828.75,20522.8203125,16345.01953125,19909.140625,16219795100,19909.140625,18.304334100869,0.0708745855567219,2.2564981433876,10.0831281893131,7.65391949463274,15.6937077338387
