"open","high","low","close","volume","adjust","date","region","country","index","market","country_code","daily_return"
43.96875,43.96875,43.75,43.9375,1003200,24.452522277832,1993-01-29,"North America","USA","S&P 500","New York Stock Exchange (NYSE)","us",NA
43.96875,44.25,43.96875,44.25,480500,24.6264266967773,1993-02-01,"North America","USA","S&P 500","New York Stock Exchange (NYSE)","us",0.71119215011602
44.21875,44.375,44.125,44.34375,201300,24.678617477417,1993-02-02,"North America","USA","S&P 500","New York Stock Exchange (NYSE)","us",0.211929977833439
44.40625,44.84375,44.375,44.8125,529400,24.939489364624,1993-02-03,"North America","USA","S&P 500","New York Stock Exchange (NYSE)","us",1.05707658642447
44.96875,45.09375,44.46875,45,531500,25.0438213348389,1993-02-04,"North America","USA","S&P 500","New York Stock Exchange (NYSE)","us",0.418340442699022
44.96875,45.0625,44.71875,44.96875,492100,25.0264282226562,1993-02-05,"North America","USA","S&P 500","New York Stock Exchange (NYSE)","us",-0.0694507118145798
44.96875,45.125,44.90625,44.96875,596100,25.0264282226562,1993-02-08,"North America","USA","S&P 500","New York Stock Exchange (NYSE)","us",0
44.8125,44.8125,44.5625,44.65625,122100,24.8525238037109,1993-02-09,"North America","USA","S&P 500","New York Stock Exchange (NYSE)","us",-0.694883094775299
44.65625,44.75,44.53125,44.71875,379600,24.8872985839844,1993-02-10,"North America","USA","S&P 500","New York Stock Exchange (NYSE)","us",0.139924542666548
44.78125,45.125,44.78125,44.9375,19500,25.0090522766113,1993-02-11,"North America","USA","S&P 500","New York Stock Exchange (NYSE)","us",0.489220202892189
44.875,44.875,44.59375,44.59375,42500,24.8177299499512,1993-02-12,"North America","USA","S&P 500","New York Stock Exchange (NYSE)","us",-0.765012302521685
44.46875,44.46875,43.40625,43.46875,374800,24.1916427612305,1993-02-16,"North America","USA","S&P 500","New York Stock Exchange (NYSE)","us",-2.52274156412897
43.46875,43.53125,43.28125,43.4375,210900,24.1742553710938,1993-02-17,"North America","USA","S&P 500","New York Stock Exchange (NYSE)","us",-0.0718735404136497
43.9375,43.9375,42.8125,43.40625,378100,24.1568622589111,1993-02-18,"North America","USA","S&P 500","New York Stock Exchange (NYSE)","us",-0.0719489056255065
43.40625,43.5625,43.34375,43.5625,34900,24.2438259124756,1993-02-19,"North America","USA","S&P 500","New York Stock Exchange (NYSE)","us",0.359995651059249
43.6875,43.78125,43.5625,43.71875,513600,24.3307819366455,1993-02-22,"North America","USA","S&P 500","New York Stock Exchange (NYSE)","us",0.358672861634332
43.84375,43.875,43.46875,43.6875,373700,24.313383102417,1993-02-23,"North America","USA","S&P 500","New York Stock Exchange (NYSE)","us",-0.0715095563875429
43.71875,44.25,43.71875,44.25,26300,24.6264266967773,1993-02-24,"North America","USA","S&P 500","New York Stock Exchange (NYSE)","us",1.28753614024711
44.21875,44.375,44.125,44.34375,44500,24.678617477417,1993-02-25,"North America","USA","S&P 500","New York Stock Exchange (NYSE)","us",0.211929977833439
44.4375,44.4375,44.1875,44.40625,66200,24.713399887085,1993-02-26,"North America","USA","S&P 500","New York Stock Exchange (NYSE)","us",0.140941483856612
44.5625,44.5625,44.21875,44.28125,66500,24.6438236236572,1993-03-01,"North America","USA","S&P 500","New York Stock Exchange (NYSE)","us",-0.2815325440677
44.3125,44.9375,44.25,44.9375,182400,25.0090522766113,1993-03-02,"North America","USA","S&P 500","New York Stock Exchange (NYSE)","us",1.48202916289132
45,45.15625,44.9375,45.125,280100,25.1134014129639,1993-03-03,"North America","USA","S&P 500","New York Stock Exchange (NYSE)","us",0.417245464555757
45.1875,45.1875,44.875,44.875,89500,24.9742565155029,1993-03-04,"North America","USA","S&P 500","New York Stock Exchange (NYSE)","us",-0.554066313729645
44.9375,45.125,44.71875,44.75,40000,24.9046936035156,1993-03-05,"North America","USA","S&P 500","New York Stock Exchange (NYSE)","us",-0.27853846998057
44.84375,45.75,44.84375,45.75,50800,25.4612293243408,1993-03-08,"North America","USA","S&P 500","New York Stock Exchange (NYSE)","us",2.23466198655274
45.65625,45.6875,45.5,45.59375,169300,25.3742752075195,1993-03-09,"North America","USA","S&P 500","New York Stock Exchange (NYSE)","us",-0.341515783521738
45.59375,45.6875,45.40625,45.6875,194400,25.426456451416,1993-03-10,"North America","USA","S&P 500","New York Stock Exchange (NYSE)","us",0.205646243960579
45.71875,45.84375,45.5,45.5625,70900,25.3568897247314,1993-03-11,"North America","USA","S&P 500","New York Stock Exchange (NYSE)","us",-0.273599771236295
45.1875,45.21875,44.8125,45.09375,643600,25.0960121154785,1993-03-12,"North America","USA","S&P 500","New York Stock Exchange (NYSE)","us",-1.02882337733435
45.0625,45.3125,45.0625,45.3125,310800,25.2177333831787,1993-03-15,"North America","USA","S&P 500","New York Stock Exchange (NYSE)","us",0.485022349925951
