"region","country","index","market","year","open","high","low","close","volume","adjust","yearly_return_rate","ave_daily_return_rate","inflation_rate","average_annual_growth_rate","real_annual_average_growth_rate","real_yearly_return_rate"
"Asia","Japan","Nikkei 225","Tokyo Stock Exchange (TSE)",2007,17322.5,18300.390625,14669.849609375,15307.7802734375,33368600000,15307.7802734375,-11.6306521954828,-0.041411559042536,0.060039454498669,6.76561336785529,6.70155033909008,-11.6836768341448
"Asia","Japan","Nikkei 225","Tokyo Stock Exchange (TSE)",2008,15155.73046875,15156.66015625,6994.89990234375,8859.5595703125,34739100000,8859.5595703125,-41.5431701653691,-0.180406053017119,1.3800788616492,6.76561336785529,5.31222165801981,-42.338938289439
"Asia","Japan","Nikkei 225","Tokyo Stock Exchange (TSE)",2010,10609.33984375,11408.169921875,8796.4501953125,10228.919921875,33634300000,10228.919921875,-3.58570775823631,-0.00383446835567076,-0.728243207517779,6.76561336785529,7.54883042015486,-2.87842649616021
"Asia","Japan","Nikkei 225","Tokyo Stock Exchange (TSE)",2011,10352.1904296875,10891.599609375,8135.7900390625,8455.349609375,34287400000,8455.349609375,-18.3230866278583,-0.0666037295599397,-0.27245561610124,6.76561336785529,7.05729698593967,-18.0999453293181
"Asia","Japan","Nikkei 225","Tokyo Stock Exchange (TSE)",2012,8549.5400390625,10433.6298828125,8238.9599609375,10395.1796875,33050900000,10395.1796875,21.5875899756577,0.0885393617395805,-0.0440645104432602,6.76561336785529,6.81267985232354,21.6411905707801
"Asia","Japan","Nikkei 225","Tokyo Stock Exchange (TSE)",2013,10604.5,16320.2197265625,10398.6103515625,16291.3095703125,51680300000,16291.3095703125,53.6263809732896,0.197977209932598,0.335037912184741,6.76561336785529,6.40910253235636,53.1133930579132
"Asia","Japan","Nikkei 225","Tokyo Stock Exchange (TSE)",2014,16147.5400390625,18030.830078125,13885.1103515625,17450.76953125,34841300000,17450.76953125,8.07076179427243,0.0363882973738329,2.75922671353253,6.76561336785529,3.89880965676355,5.16891305103644
"Asia","Japan","Nikkei 225","Tokyo Stock Exchange (TSE)",2015,17325.6796875,20952.7109375,16592.5703125,19033.7109375,37118900000,19033.7109375,9.858379473749,0.0444269117141934,0.795279630579839,6.76561336785529,5.92322751537278,8.9915915471299
"Asia","Japan","Nikkei 225","Tokyo Stock Exchange (TSE)",2016,18818.580078125,19592.900390625,14864.009765625,19114.369140625,36078100000,19114.369140625,1.57179267124319,0.0163218787771995,-0.127258844489754,6.76561336785529,6.90165517897647,1.70121646414749
"Asia","Japan","Nikkei 225","Tokyo Stock Exchange (TSE)",2019,19655.130859375,24091.119140625,19241.369140625,23656.619140625,15602300000,23656.619140625,20.3584921915765,0.082906663258255,0.46877615938395,6.76561336785529,6.26745686488908,19.7969128245769
"Asia","Japan","Nikkei 225","Tokyo Stock Exchange (TSE)",2020,23319.759765625,27602.51953125,16358.1904296875,27444.169921875,19040200000,27444.169921875,17.686332096481,0.0746879966173168,-0.024995834027731,6.76561336785529,6.79230699566631,17.7157561315081
"Asia","Japan","Nikkei 225","Tokyo Stock Exchange (TSE)",2021,27575.5703125,30795.779296875,26954.810546875,28791.7109375,16779400000,28791.7109375,4.41021023760558,0.0264158251621151,-0.233352779398264,6.76561336785529,7.01533663026441,4.65442424534535
"Asia","Japan","Nikkei 225","Tokyo Stock Exchange (TSE)",2022,29098.41015625,29388.16015625,24681.740234375,26094.5,17817600000,26094.5,-10.3232793136116,-0.0320611979915441,2.49770278172255,6.76561336785529,4.16390852702486,-12.5085555552766
"Asia","Japan","Nikkei 225","Tokyo Stock Exchange (TSE)",2023,25834.9296875,33853.4609375,25661.890625,33464.171875,21992400000,33464.171875,29.5307255710912,0.106266775312011,3.26813365933163,6.76561336785529,3.38679472998069,25.4314578768282
"Asia","Japan","Nikkei 225","Tokyo Stock Exchange (TSE)",2024,33193.05078125,42426.76953125,31156.119140625,39894.5390625,30198800000,39894.5390625,20.1894315934211,0.0853860583321213,2.73853681635241,6.76561336785529,3.91973321432577,16.9857341926745
