"open","high","low","close","volume","adjust","date","region","country","index","market","daily_return"
4263.10986328125,4301.77001953125,4247.66015625,4300.85986328125,0,4300.85986328125,1997-07-01,"Asia","India","S&P BSE SENSEX","Bombay Stock Exchange (BSE) ",NA
4302.9599609375,4395.31005859375,4295.39990234375,4333.89990234375,0,4333.89990234375,1997-07-02,"Asia","India","S&P BSE SENSEX","Bombay Stock Exchange (BSE) ",0.768219382002668
4335.7900390625,4393.2900390625,4299.97021484375,4323.4599609375,0,4323.4599609375,1997-07-03,"Asia","India","S&P BSE SENSEX","Bombay Stock Exchange (BSE) ",-0.240890229158365
4332.7001953125,4347.58984375,4300.580078125,4323.81982421875,0,4323.81982421875,1997-07-04,"Asia","India","S&P BSE SENSEX","Bombay Stock Exchange (BSE) ",0.00832350211407919
4326.81005859375,4391.009765625,4289.490234375,4291.4501953125,0,4291.4501953125,1997-07-07,"Asia","India","S&P BSE SENSEX","Bombay Stock Exchange (BSE) ",-0.748635008446466
4285.64990234375,4313,4252.490234375,4306.39013671875,0,4306.39013671875,1997-07-08,"Asia","India","S&P BSE SENSEX","Bombay Stock Exchange (BSE) ",0.348132699351113
4315.419921875,4404.830078125,4315.419921875,4404.68994140625,0,4404.68994140625,1997-07-09,"Asia","India","S&P BSE SENSEX","Bombay Stock Exchange (BSE) ",2.28264977316708
4413.39013671875,4448.06005859375,4376.10986328125,4378.3701171875,0,4378.3701171875,1997-07-10,"Asia","India","S&P BSE SENSEX","Bombay Stock Exchange (BSE) ",-0.597540906825943
4372.75,4372.75,4301.93017578125,4321.97998046875,0,4321.97998046875,1997-07-11,"Asia","India","S&P BSE SENSEX","Bombay Stock Exchange (BSE) ",-1.2879253057522
4251.7001953125,4251.7001953125,4182.419921875,4225.02001953125,0,4225.02001953125,1997-07-14,"Asia","India","S&P BSE SENSEX","Bombay Stock Exchange (BSE) ",-2.24341531834176
4229.89013671875,4261.02978515625,4204.72021484375,4221.02001953125,0,4221.02001953125,1997-07-15,"Asia","India","S&P BSE SENSEX","Bombay Stock Exchange (BSE) ",-0.0946741076139039
4232.52978515625,4263.259765625,4171,4183.419921875,0,4183.419921875,1997-07-16,"Asia","India","S&P BSE SENSEX","Bombay Stock Exchange (BSE) ",-0.890782263108658
4183.91015625,4202.31005859375,4152.259765625,4193.60986328125,0,4193.60986328125,1997-07-17,"Asia","India","S&P BSE SENSEX","Bombay Stock Exchange (BSE) ",0.2435792150094
4174.72021484375,4193.72021484375,4115.72998046875,4124.81005859375,0,4124.81005859375,1997-07-18,"Asia","India","S&P BSE SENSEX","Bombay Stock Exchange (BSE) ",-1.64058667664589
4134.080078125,4155.5,4105.27978515625,4154.27978515625,0,4154.27978515625,1997-07-21,"Asia","India","S&P BSE SENSEX","Bombay Stock Exchange (BSE) ",0.714450511511479
4161.93994140625,4189.81982421875,4145.64990234375,4186.2900390625,0,4186.2900390625,1997-07-22,"Asia","India","S&P BSE SENSEX","Bombay Stock Exchange (BSE) ",0.770536785235952
4204.830078125,4258.60009765625,4182.31982421875,4251.1298828125,0,4251.1298828125,1997-07-23,"Asia","India","S&P BSE SENSEX","Bombay Stock Exchange (BSE) ",1.54886171634015
4264.93017578125,4294.9501953125,4223.60986328125,4226.3701171875,0,4226.3701171875,1997-07-24,"Asia","India","S&P BSE SENSEX","Bombay Stock Exchange (BSE) ",-0.582427879352847
4218.2900390625,4222.72998046875,4159,4189.81005859375,0,4189.81005859375,1997-07-25,"Asia","India","S&P BSE SENSEX","Bombay Stock Exchange (BSE) ",-0.865046306405352
4191.91015625,4197.2099609375,4163.52978515625,4181.47998046875,0,4181.47998046875,1997-07-28,"Asia","India","S&P BSE SENSEX","Bombay Stock Exchange (BSE) ",-0.198817559949147
4180.58984375,4218.97998046875,4171.10986328125,4217.580078125,0,4217.580078125,1997-07-29,"Asia","India","S&P BSE SENSEX","Bombay Stock Exchange (BSE) ",0.863333026222049
4230.7998046875,4253.81005859375,4220.18017578125,4244.89013671875,0,4244.89013671875,1997-07-30,"Asia","India","S&P BSE SENSEX","Bombay Stock Exchange (BSE) ",0.64752910645128
4252.3701171875,4331.580078125,4245.52001953125,4305.759765625,0,4305.759765625,1997-07-31,"Asia","India","S&P BSE SENSEX","Bombay Stock Exchange (BSE) ",1.43395063112991
4322.18994140625,4356.5498046875,4314.06005859375,4347.31982421875,0,4347.31982421875,1997-08-01,"Asia","India","S&P BSE SENSEX","Bombay Stock Exchange (BSE) ",0.965220097171803
4392.47021484375,4478.18994140625,4392.47021484375,4465.3701171875,0,4465.3701171875,1997-08-04,"Asia","India","S&P BSE SENSEX","Bombay Stock Exchange (BSE) ",2.71547292911592
4477.5,4548.7900390625,4477.5,4548.02001953125,0,4548.02001953125,1997-08-05,"Asia","India","S&P BSE SENSEX","Bombay Stock Exchange (BSE) ",1.85090821532632
4568.39013671875,4605.41015625,4505.06005859375,4523.009765625,0,4523.009765625,1997-08-06,"Asia","India","S&P BSE SENSEX","Bombay Stock Exchange (BSE) ",-0.549915211429252
4527.91015625,4546.91015625,4439.47998046875,4447.06005859375,0,4447.06005859375,1997-08-07,"Asia","India","S&P BSE SENSEX","Bombay Stock Exchange (BSE) ",-1.67918512156374
4460.22998046875,4467.18017578125,4373.2001953125,4397.5400390625,0,4397.5400390625,1997-08-08,"Asia","India","S&P BSE SENSEX","Bombay Stock Exchange (BSE) ",-1.1135451034792
4434.02001953125,4482.509765625,4423.68994140625,4481.2998046875,0,4481.2998046875,1997-08-11,"Asia","India","S&P BSE SENSEX","Bombay Stock Exchange (BSE) ",1.90469591819468
4496.7998046875,4504.02978515625,4393.240234375,4425.02978515625,0,4425.02978515625,1997-08-12,"Asia","India","S&P BSE SENSEX","Bombay Stock Exchange (BSE) ",-1.25566290995284
4419.33984375,4419.33984375,4353.31982421875,4370.1298828125,0,4370.1298828125,1997-08-13,"Asia","India","S&P BSE SENSEX","Bombay Stock Exchange (BSE) ",-1.24066740811354
4372.2900390625,4381.52978515625,4290.1298828125,4320.97021484375,0,4320.97021484375,1997-08-14,"Asia","India","S&P BSE SENSEX","Bombay Stock Exchange (BSE) ",-1.12490176006193
4277.2900390625,4277.2900390625,4151.6298828125,4165.3701171875,0,4165.3701171875,1997-08-19,"Asia","India","S&P BSE SENSEX","Bombay Stock Exchange (BSE) ",-3.60104536526819
4166.7900390625,4238.08984375,4144.47021484375,4234.6298828125,0,4234.6298828125,1997-08-20,"Asia","India","S&P BSE SENSEX","Bombay Stock Exchange (BSE) ",1.66275177658798
4252.0498046875,4265.18994140625,4138.27001953125,4156.16015625,0,4156.16015625,1997-08-21,"Asia","India","S&P BSE SENSEX","Bombay Stock Exchange (BSE) ",-1.85304805222748
4132.990234375,4144.169921875,4037.31005859375,4047.669921875,0,4047.669921875,1997-08-22,"Asia","India","S&P BSE SENSEX","Bombay Stock Exchange (BSE) ",-2.61034778007419
4038.580078125,4110.509765625,4038.580078125,4107.240234375,0,4107.240234375,1997-08-26,"Asia","India","S&P BSE SENSEX","Bombay Stock Exchange (BSE) ",1.47171863441882
4131.0498046875,4132.6201171875,4085.2900390625,4097.56005859375,0,4097.56005859375,1997-08-27,"Asia","India","S&P BSE SENSEX","Bombay Stock Exchange (BSE) ",-0.235685648485644
4093.76000976562,4093.76000976562,3960.34008789062,3963.14990234375,0,3963.14990234375,1997-08-28,"Asia","India","S&P BSE SENSEX","Bombay Stock Exchange (BSE) ",-3.28024859496821
3916.580078125,3945.669921875,3851.0400390625,3876.080078125,0,3876.080078125,1997-08-29,"Asia","India","S&P BSE SENSEX","Bombay Stock Exchange (BSE) ",-2.19698538698368
3875.26000976562,3948.919921875,3854.2099609375,3943.669921875,0,3943.669921875,1997-09-01,"Asia","India","S&P BSE SENSEX","Bombay Stock Exchange (BSE) ",1.74376799208688
3944.31005859375,3960.76000976562,3869.61010742188,3950.03002929688,0,3950.03002929688,1997-09-02,"Asia","India","S&P BSE SENSEX","Bombay Stock Exchange (BSE) ",0.161273827370702
3966.8701171875,4016.2099609375,3946.42993164062,3965.38989257812,0,3965.38989257812,1997-09-03,"Asia","India","S&P BSE SENSEX","Bombay Stock Exchange (BSE) ",0.388854342051271
3963.93994140625,4012.17993164062,3932.77001953125,4007.0400390625,0,4007.0400390625,1997-09-04,"Asia","India","S&P BSE SENSEX","Bombay Stock Exchange (BSE) ",1.05034177250338
4018.59008789062,4036.61010742188,4005.07006835938,4032.35009765625,0,4032.35009765625,1997-09-05,"Asia","India","S&P BSE SENSEX","Bombay Stock Exchange (BSE) ",0.631639772675484
4029.85009765625,4088.26000976562,4006.28002929688,4087.30004882812,0,4087.30004882812,1997-09-08,"Asia","India","S&P BSE SENSEX","Bombay Stock Exchange (BSE) ",1.3627276858677
4095.1201171875,4112.47998046875,4030.86010742188,4031.55004882812,0,4031.55004882812,1997-09-09,"Asia","India","S&P BSE SENSEX","Bombay Stock Exchange (BSE) ",-1.36398109593114
4018.75,4050.28002929688,3998.32006835938,4045.61010742188,0,4045.61010742188,1997-09-10,"Asia","India","S&P BSE SENSEX","Bombay Stock Exchange (BSE) ",0.348750689522927
4057.89990234375,4070.36010742188,4008,4010.07006835938,0,4010.07006835938,1997-09-11,"Asia","India","S&P BSE SENSEX","Bombay Stock Exchange (BSE) ",-0.878484038718907
4013.01000976562,4018.5,3979.42993164062,3995.93994140625,0,3995.93994140625,1997-09-12,"Asia","India","S&P BSE SENSEX","Bombay Stock Exchange (BSE) ",-0.352366086184275
3987.38989257812,4057.35009765625,3985.96997070312,4018.419921875,0,4018.419921875,1997-09-15,"Asia","India","S&P BSE SENSEX","Bombay Stock Exchange (BSE) ",0.562570529046512
4026.02001953125,4035.38989257812,4000.84008789062,4012.59008789062,0,4012.59008789062,1997-09-16,"Asia","India","S&P BSE SENSEX","Bombay Stock Exchange (BSE) ",-0.145077769315229
4013.67993164062,4013.67993164062,3914.580078125,3928.330078125,0,3928.330078125,1997-09-17,"Asia","India","S&P BSE SENSEX","Bombay Stock Exchange (BSE) ",-2.09989079173347
3904.419921875,3904.419921875,3844.48999023438,3884.77001953125,0,3884.77001953125,1997-09-18,"Asia","India","S&P BSE SENSEX","Bombay Stock Exchange (BSE) ",-1.10886961450402
3891.6298828125,3894.09008789062,3820.28002929688,3825.1201171875,0,3825.1201171875,1997-09-19,"Asia","India","S&P BSE SENSEX","Bombay Stock Exchange (BSE) ",-1.53548091763094
3830.81005859375,3835.0400390625,3758.52001953125,3770.98999023438,0,3770.98999023438,1997-09-22,"Asia","India","S&P BSE SENSEX","Bombay Stock Exchange (BSE) ",-1.41512227838025
3772.59008789062,3823.2900390625,3763.3701171875,3822.419921875,0,3822.419921875,1997-09-23,"Asia","India","S&P BSE SENSEX","Bombay Stock Exchange (BSE) ",1.36383103041407
3834.96997070312,3864.25,3823.01000976562,3825.90991210938,0,3825.90991210938,1997-09-24,"Asia","India","S&P BSE SENSEX","Bombay Stock Exchange (BSE) ",0.0913031614973131
3835.80004882812,3888.51000976562,3835.80004882812,3887.56005859375,0,3887.56005859375,1997-09-25,"Asia","India","S&P BSE SENSEX","Bombay Stock Exchange (BSE) ",1.61138521033248
3895.97998046875,3927.77001953125,3883.8798828125,3925.23999023438,0,3925.23999023438,1997-09-26,"Asia","India","S&P BSE SENSEX","Bombay Stock Exchange (BSE) ",0.96924371772291
3918.05004882812,3964.03002929688,3908.84008789062,3912.830078125,0,3912.830078125,1997-09-29,"Asia","India","S&P BSE SENSEX","Bombay Stock Exchange (BSE) ",-0.316156773604918
3911.34008789062,3918.419921875,3885.59008789062,3902.03002929688,0,3902.03002929688,1997-09-30,"Asia","India","S&P BSE SENSEX","Bombay Stock Exchange (BSE) ",-0.276016300541737
3885.40991210938,3905.51000976562,3848.14990234375,3905.51000976562,0,3905.51000976562,1997-10-01,"Asia","India","S&P BSE SENSEX","Bombay Stock Exchange (BSE) ",0.08918384642409
3907.21997070312,3923.26000976562,3833.919921875,3847.72998046875,0,3847.72998046875,1997-10-03,"Asia","India","S&P BSE SENSEX","Bombay Stock Exchange (BSE) ",-1.47944901312242
3850.35009765625,3862.169921875,3829.05004882812,3857.34008789062,0,3857.34008789062,1997-10-06,"Asia","India","S&P BSE SENSEX","Bombay Stock Exchange (BSE) ",0.249760442407766
3851.93994140625,3910.330078125,3845.7099609375,3909.4599609375,0,3909.4599609375,1997-10-07,"Asia","India","S&P BSE SENSEX","Bombay Stock Exchange (BSE) ",1.35118687643061
3912.39990234375,3940.53002929688,3912.39990234375,3930.22998046875,0,3930.22998046875,1997-10-08,"Asia","India","S&P BSE SENSEX","Bombay Stock Exchange (BSE) ",0.531275924009445
3927.85009765625,3982.43994140625,3917.38989257812,3979.9599609375,0,3979.9599609375,1997-10-09,"Asia","India","S&P BSE SENSEX","Bombay Stock Exchange (BSE) ",1.26531985954722
3999.64990234375,4083.98999023438,3999.64990234375,4057.3701171875,0,4057.3701171875,1997-10-10,"Asia","India","S&P BSE SENSEX","Bombay Stock Exchange (BSE) ",1.94499836706311
4093.919921875,4118.919921875,4056.47998046875,4066.05004882812,0,4066.05004882812,1997-10-13,"Asia","India","S&P BSE SENSEX","Bombay Stock Exchange (BSE) ",0.213929993811898
4061.51000976562,4062.81005859375,4011.11010742188,4012.39990234375,0,4012.39990234375,1997-10-14,"Asia","India","S&P BSE SENSEX","Bombay Stock Exchange (BSE) ",-1.31946596426764
4015.55004882812,4042.68994140625,3999.13989257812,4034.55004882812,0,4034.55004882812,1997-10-15,"Asia","India","S&P BSE SENSEX","Bombay Stock Exchange (BSE) ",0.552042344319581
4082.65991210938,4090.51000976562,4046.46997070312,4077.05004882812,0,4077.05004882812,1997-10-16,"Asia","India","S&P BSE SENSEX","Bombay Stock Exchange (BSE) ",1.05340123398257
4102.2900390625,4137.77001953125,4095.69995117188,4106.259765625,0,4106.259765625,1997-10-17,"Asia","India","S&P BSE SENSEX","Bombay Stock Exchange (BSE) ",0.716442438700766
4123.7998046875,4157.009765625,4103.6298828125,4154.83984375,0,4154.83984375,1997-10-20,"Asia","India","S&P BSE SENSEX","Bombay Stock Exchange (BSE) ",1.18307367039177
4157.68994140625,4166.14013671875,4103.85986328125,4116.990234375,0,4116.990234375,1997-10-21,"Asia","India","S&P BSE SENSEX","Bombay Stock Exchange (BSE) ",-0.910976374503003
4118.669921875,4119.5498046875,4079.8701171875,4082.69995117188,0,4082.69995117188,1997-10-22,"Asia","India","S&P BSE SENSEX","Bombay Stock Exchange (BSE) ",-0.832896879784088
4073.419921875,4080.1201171875,3983.17993164062,4009.77001953125,0,4009.77001953125,1997-10-23,"Asia","India","S&P BSE SENSEX","Bombay Stock Exchange (BSE) ",-1.78631622487201
3992.39990234375,3992.39990234375,3922.5400390625,3957.4599609375,0,3957.4599609375,1997-10-24,"Asia","India","S&P BSE SENSEX","Bombay Stock Exchange (BSE) ",-1.30456505831886
3969.75,3979.53002929688,3914.9599609375,3934.330078125,0,3934.330078125,1997-10-27,"Asia","India","S&P BSE SENSEX","Bombay Stock Exchange (BSE) ",-0.584462838305524
3803.09008789062,3815.23999023438,3795.65991210938,3803.23999023438,0,3803.23999023438,1997-10-30,"Asia","India","S&P BSE SENSEX","Bombay Stock Exchange (BSE) ",-3.33195449511189
3814.75,3820.3701171875,3748.88989257812,3790.82006835938,0,3790.82006835938,1997-11-03,"Asia","India","S&P BSE SENSEX","Bombay Stock Exchange (BSE) ",-0.326561613437248
3799.55004882812,3852.23999023438,3782.93994140625,3805.94995117188,0,3805.94995117188,1997-11-04,"Asia","India","S&P BSE SENSEX","Bombay Stock Exchange (BSE) ",0.399118991132915
3805.13989257812,3807.44995117188,3759.15991210938,3778.22998046875,0,3778.22998046875,1997-11-05,"Asia","India","S&P BSE SENSEX","Bombay Stock Exchange (BSE) ",-0.728332507225689
3744.38989257812,3766.76000976562,3714.03002929688,3763.9599609375,0,3763.9599609375,1997-11-06,"Asia","India","S&P BSE SENSEX","Bombay Stock Exchange (BSE) ",-0.377690601287314
3761.15991210938,3764.61010742188,3732.11010742188,3747.32006835938,0,3747.32006835938,1997-11-07,"Asia","India","S&P BSE SENSEX","Bombay Stock Exchange (BSE) ",-0.442084739232467
3733.31005859375,3733.31005859375,3707.669921875,3721.05004882812,0,3721.05004882812,1997-11-10,"Asia","India","S&P BSE SENSEX","Bombay Stock Exchange (BSE) ",-0.701034847625155
3724.85009765625,3750.25,3723.39990234375,3723.39990234375,0,3723.39990234375,1997-11-11,"Asia","India","S&P BSE SENSEX","Bombay Stock Exchange (BSE) ",0.063150279754099
3721.38989257812,3739.0400390625,3627.85009765625,3633.17993164062,0,3633.17993164062,1997-11-12,"Asia","India","S&P BSE SENSEX","Bombay Stock Exchange (BSE) ",-2.42305347449611
3601.30004882812,3616.43994140625,3534.06005859375,3554.10009765625,0,3554.10009765625,1997-11-13,"Asia","India","S&P BSE SENSEX","Bombay Stock Exchange (BSE) ",-2.17660108974193
3570.34008789062,3594.17993164062,3514.68994140625,3569.77001953125,0,3569.77001953125,1997-11-14,"Asia","India","S&P BSE SENSEX","Bombay Stock Exchange (BSE) ",0.440897032847598
3552.42993164062,3580.90991210938,3539.25,3578.10009765625,0,3578.10009765625,1997-11-17,"Asia","India","S&P BSE SENSEX","Bombay Stock Exchange (BSE) ",0.233350554221245
3573.8701171875,3573.8701171875,3494.80004882812,3518.89990234375,0,3518.89990234375,1997-11-18,"Asia","India","S&P BSE SENSEX","Bombay Stock Exchange (BSE) ",-1.65451478988186
3479.07006835938,3479.07006835938,3393.14990234375,3454.64990234375,0,3454.64990234375,1997-11-19,"Asia","India","S&P BSE SENSEX","Bombay Stock Exchange (BSE) ",-1.8258547211646
3394.27001953125,3504.40991210938,3390.7099609375,3466.86010742188,0,3466.86010742188,1997-11-20,"Asia","India","S&P BSE SENSEX","Bombay Stock Exchange (BSE) ",0.353442618594758
3450.75,3541.22998046875,3450.39990234375,3523.43994140625,0,3523.43994140625,1997-11-21,"Asia","India","S&P BSE SENSEX","Bombay Stock Exchange (BSE) ",1.63201952865789
3512.82006835938,3518.580078125,3399.71997070312,3403.07006835938,0,3403.07006835938,1997-11-24,"Asia","India","S&P BSE SENSEX","Bombay Stock Exchange (BSE) ",-3.41626010514128
3400.75,3490.39990234375,3388.4599609375,3479.88989257812,0,3479.88989257812,1997-11-25,"Asia","India","S&P BSE SENSEX","Bombay Stock Exchange (BSE) ",2.25736827851402
3516.05004882812,3577.59008789062,3514.97998046875,3535.52001953125,0,3535.52001953125,1997-11-26,"Asia","India","S&P BSE SENSEX","Bombay Stock Exchange (BSE) ",1.59861744682705
3530.67993164062,3645.89990234375,3524.13989257812,3628.07006835938,0,3628.07006835938,1997-11-27,"Asia","India","S&P BSE SENSEX","Bombay Stock Exchange (BSE) ",2.617720966558
3616.46997070312,3617.330078125,3522.59008789062,3560.2900390625,0,3560.2900390625,1997-11-28,"Asia","India","S&P BSE SENSEX","Bombay Stock Exchange (BSE) ",-1.8682116943658
3536.07006835938,3574.06005859375,3488.65991210938,3569.64990234375,0,3569.64990234375,1997-12-01,"Asia","India","S&P BSE SENSEX","Bombay Stock Exchange (BSE) ",0.262896089322954
3566.53002929688,3601.42993164062,3538,3553.47998046875,0,3553.47998046875,1997-12-02,"Asia","India","S&P BSE SENSEX","Bombay Stock Exchange (BSE) ",-0.452983410624756
3559.8798828125,3590.89990234375,3537.669921875,3562.3701171875,0,3562.3701171875,1997-12-03,"Asia","India","S&P BSE SENSEX","Bombay Stock Exchange (BSE) ",0.250181139829505
3530.31005859375,3595,3503.48999023438,3527.10009765625,0,3527.10009765625,1997-12-04,"Asia","India","S&P BSE SENSEX","Bombay Stock Exchange (BSE) ",-0.990071732330153
3526.02001953125,3552.27001953125,3469.080078125,3469.080078125,0,3469.080078125,1997-12-05,"Asia","India","S&P BSE SENSEX","Bombay Stock Exchange (BSE) ",-1.6449779684394
3479.40991210938,3493.2099609375,3455.86010742188,3468.18994140625,0,3468.18994140625,1997-12-08,"Asia","India","S&P BSE SENSEX","Bombay Stock Exchange (BSE) ",-0.0256591574337802
3469.919921875,3485.01000976562,3367.88989257812,3391.59008789062,0,3391.59008789062,1997-12-09,"Asia","India","S&P BSE SENSEX","Bombay Stock Exchange (BSE) ",-2.20864066875663
3364.51000976562,3380.03002929688,3325.25,3347.330078125,0,3347.330078125,1997-12-10,"Asia","India","S&P BSE SENSEX","Bombay Stock Exchange (BSE) ",-1.30499289768688
3336.330078125,3344.40991210938,3247.6298828125,3329.13989257812,0,3329.13989257812,1997-12-11,"Asia","India","S&P BSE SENSEX","Bombay Stock Exchange (BSE) ",-0.543423717480058
