"region","country","index","market","year","open","high","low","close","volume","adjust","yearly_return_rate","ave_daily_return_rate"
"Asia","Asia","MSCI All Country Asia ex Japan","11 Asian markets, excluding Japan",2008,49,49,25.1399993896484,33.5299987792969,15491100,24.9455032348633,-49.0908097247688,-0.307017988777243
"Asia","Asia","MSCI All Country Asia ex Japan","11 Asian markets, excluding Japan",2009,34.3699989318848,57.060001373291,26.6900005340576,55.7099990844727,65957300,42.0300178527832,22.28693383459,0.237656746670179
"Asia","Asia","MSCI All Country Asia ex Japan","11 Asian markets, excluding Japan",2010,57,65.8000030517578,22,63.7000007629395,130026600,48.8463706970215,-14.304612812243,0.069674974379529
"Asia","Asia","MSCI All Country Asia ex Japan","11 Asian markets, excluding Japan",2011,64.5999984741211,65.3099975585938,44.2700004577637,49.9000015258789,148955900,38.9992141723633,-39.6296979976146,-0.0728394291541596
"Asia","Asia","MSCI All Country Asia ex Japan","11 Asian markets, excluding Japan",2012,50.8400001525879,60.5200004577637,49.0699996948242,60.5200004577637,120345300,48.1908187866211,-5.21082092449983,0.0909712438952569
"Asia","Asia","MSCI All Country Asia ex Japan","11 Asian markets, excluding Japan",2013,61.439998626709,61.939998626709,51.5999984741211,60.310001373291,151702200,48.9395599365234,-20.3457665520705,0.0117731460049082
"Asia","Asia","MSCI All Country Asia ex Japan","11 Asian markets, excluding Japan",2014,59.1599998474121,66.5699996948242,54.6300010681152,60.9300003051758,161588800,50.3402366638184,-14.9083218498006,0.014510809474626
"Asia","Asia","MSCI All Country Asia ex Japan","11 Asian markets, excluding Japan",2015,61.1699981689453,69.9400024414062,47.6100006103516,53.4099998474121,326474500,45.1548500061035,-26.1813775416661,-0.0352049021931444
"Asia","Asia","MSCI All Country Asia ex Japan","11 Asian markets, excluding Japan",2016,51.9599990844727,61.6300010681152,46.1399993896484,54.9300003051758,260805400,47.271842956543,-9.02262550141319,0.0253023624932072
"Asia","Asia","MSCI All Country Asia ex Japan","11 Asian markets, excluding Japan",2017,55.4599990844727,78.4400024414062,55.3199996948242,76.2799987792969,275613400,67.013671875,20.8324431685071,0.141519259585
"Asia","Asia","MSCI All Country Asia ex Japan","11 Asian markets, excluding Japan",2018,77.3899993896484,83.5199966430664,60.4799995422363,63.5299987792969,286995200,56.9380226135254,-26.4271571745983,-0.0565016461745014
"Asia","Asia","MSCI All Country Asia ex Japan","11 Asian markets, excluding Japan",2019,62.5800018310547,73.9300003051758,61.5499992370605,73.5,315911700,67.1485366821289,7.300311149571,0.0701926204240758
"Asia","Asia","MSCI All Country Asia ex Japan","11 Asian markets, excluding Japan",2020,74.3000030517578,90.120002746582,52.9500007629395,89.6100006103516,345497700,82.830451965332,11.4810882411833,0.102370776806436
"Asia","Asia","MSCI All Country Asia ex Japan","11 Asian markets, excluding Japan",2021,91.2399978637695,102.440002441406,79.8000030517578,82.6999969482422,277356300,78.0845260620117,-14.4185358502531,-0.0167842026989144
"Asia","Asia","MSCI All Country Asia ex Japan","11 Asian markets, excluding Japan",2022,83.129997253418,85.7200012207031,54.3899993896484,64.7900009155273,327063000,62.1942939758301,-25.1842944415917,-0.0781930401358472
"Asia","Asia","MSCI All Country Asia ex Japan","11 Asian markets, excluding Japan",2023,65.7799987792969,73.0899963378906,60.9199981689453,66.5699996948242,164892900,65.3735275268555,-0.617925296419033,0.025234403442737
"Asia","Asia","MSCI All Country Asia ex Japan","11 Asian markets, excluding Japan",2024,65.4700012207031,82.25,61.2999992370605,72.1800003051758,138647700,72.1800003051758,10.2489674039456,0.0450352701431039
"Asia","Asia","MSCI All Country Asia ex Japan","11 Asian markets, excluding Japan",2025,72.129997253418,77.4899978637695,64.3300018310547,75.5500030517578,53024000,75.5500030517578,4.74144728763009,0.0649659893349169
