"open","high","low","close","volume","adjust","date","region","country","index","market","daily_return"
239.300003051758,240.490005493164,238.490005493164,240.389999389648,0,240.389999389648,"2004-05-03","Europe","Europe","STXE 600","17 European countries",NA
240.649993896484,241.740005493164,239.960006713867,241.339996337891,0,241.339996337891,"2004-05-04","Europe","Europe","STXE 600","17 European countries",0.395189879218867
241.029998779297,242.669998168945,240.369995117188,242.389999389648,0,242.389999389648,"2004-05-05","Europe","Europe","STXE 600","17 European countries",0.4350721255037
242.190002441406,242.190002441406,239.020004272461,239.199996948242,0,239.199996948242,"2004-05-06","Europe","Europe","STXE 600","17 European countries",-1.31606190413749
239.210006713867,239.669998168945,237.320007324219,239.350006103516,0,239.350006103516,"2004-05-07","Europe","Europe","STXE 600","17 European countries",0.0627128583558871
239.300003051758,239.300003051758,232.940002441406,232.990005493164,0,232.990005493164,"2004-05-10","Europe","Europe","STXE 600","17 European countries",-2.65719676129899
232.949996948242,235.529998779297,232.949996948242,235.529998779297,0,235.529998779297,"2004-05-11","Europe","Europe","STXE 600","17 European countries",1.09017263670022
235.289993286133,235.589996337891,233.070007324219,233.130004882812,0,233.130004882812,"2004-05-12","Europe","Europe","STXE 600","17 European countries",-1.01897588796461
232.940002441406,235.550003051758,232.940002441406,235.529998779297,0,235.529998779297,"2004-05-13","Europe","Europe","STXE 600","17 European countries",1.02946589723222
235.410003662109,235.410003662109,232.679992675781,234.039993286133,0,234.039993286133,"2004-05-14","Europe","Europe","STXE 600","17 European countries",-0.632618138193203
233.169998168945,233.169998168945,228.880004882812,230.600006103516,0,230.600006103516,"2004-05-17","Europe","Europe","STXE 600","17 European countries",-1.46982878196015
230.539993286133,232.619995117188,230.539993286133,232.289993286133,0,232.289993286133,"2004-05-18","Europe","Europe","STXE 600","17 European countries",0.732865194226646
232.399993896484,236.520004272461,232.399993896484,236.149993896484,0,236.149993896484,"2004-05-19","Europe","Europe","STXE 600","17 European countries",1.66171626928279
236.009994506836,236.009994506836,234,234.669998168945,0,234.669998168945,"2004-05-20","Europe","Europe","STXE 600","17 European countries",-0.626718511874201
234.660003662109,235.770004272461,233.679992675781,234.490005493164,0,234.490005493164,"2004-05-21","Europe","Europe","STXE 600","17 European countries",-0.0767003354436763
234.779998779297,237.210006713867,234.770004272461,235.729995727539,0,235.729995727539,"2004-05-24","Europe","Europe","STXE 600","17 European countries",0.528803021590252
235.410003662109,235.410003662109,233.559997558594,234.419998168945,0,234.419998168945,"2004-05-25","Europe","Europe","STXE 600","17 European countries",-0.555719502115407
234.679992675781,237.220001220703,234.679992675781,236.509994506836,0,236.509994506836,"2004-05-26","Europe","Europe","STXE 600","17 European countries",0.891560598163803
236.520004272461,238.509994506836,236.520004272461,237.720001220703,0,237.720001220703,"2004-05-27","Europe","Europe","STXE 600","17 European countries",0.51160912518317
237.929992675781,238.660003662109,236.690002441406,236.929992675781,0,236.929992675781,"2004-05-28","Europe","Europe","STXE 600","17 European countries",-0.332327335043389
237.369995117188,237.690002441406,235.410003662109,235.75,0,235.75,"2004-06-01","Europe","Europe","STXE 600","17 European countries",-0.498034319106222
235.830001831055,238.059997558594,235.830001831055,236.610000610352,0,236.610000610352,"2004-06-02","Europe","Europe","STXE 600","17 European countries",0.364793472047322
236.529998779297,237.460006713867,235.309997558594,237.460006713867,0,237.460006713867,"2004-06-03","Europe","Europe","STXE 600","17 European countries",0.359243523656218
237.589996337891,239.350006103516,237.279998779297,239.169998168945,0,239.169998168945,"2004-06-04","Europe","Europe","STXE 600","17 European countries",0.72011766475633
