"region","country","index","market","year","open","high","low","close","volume","adjust","yearly_return_rate","ave_daily_return_rate","inflation_rate","average_annual_growth_rate","real_annual_average_growth_rate","real_yearly_return_rate"
"World","World","MSCI World","23 Developed Markets",1987,361.299987792969,495.899993896484,361.299987792969,408,0,408,12.925550452493,-0.0196543881026779,5.71011938486679,7.27005307392049,0.232474804035796,1.07530591540577
"World","World","MSCI World","23 Developed Markets",1988,407.600006103516,494.399993896484,401,494.399993896484,0,494.399993896484,21.2953843211977,0.1361370160179,7.11340652931347,7.27005307392049,0.0193071238376954,1.74796834605109
"World","World","MSCI World","23 Developed Markets",1989,495.100006103516,567.299987792969,480.700012207031,567.299987792969,0,567.299987792969,14.5829086647916,0.131391187085731,6.92390503711238,7.27005307392049,0.0436840213489298,0.966569335675717
"World","World","MSCI World","23 Developed Markets",1990,569,571,423.100006103516,461.5,0,461.5,-18.8927943760984,-0.0134650691147319,8.06346090938833,7.27005307392049,-0.0875391689112922,-2.97416798670851
"World","World","MSCI World","23 Developed Markets",1991,461.5,535.400024414062,439.100006103516,535.400024414062,0,535.400024414062,16.013006373578,0.0176109444577052,8.99693873494331,7.27005307392049,-0.172741446837787,0.70182161006056
"World","World","MSCI World","23 Developed Markets",1992,535.799987792969,543.5,467.5,497.100006103516,0,497.100006103516,-7.22284109203949,0.0423505392584772,7.63610852336974,7.27005307392049,-0.0423866199062557,-1.72056077980032
"World","World","MSCI World","23 Developed Markets",1993,494.899993896484,607.099975585938,488.600006103516,598.5,0,598.5,20.933523415073,0.00732523279944161,7.14458706876256,7.27005307392049,0.0154048331853605,1.69301847102796
"World","World","MSCI World","23 Developed Markets",1994,598.900024414062,644,592.400024414062,618.700012207031,0,618.700012207031,3.30605893902579,-0.0571008903324866,10.2479355556119,7.27005307392049,-0.264749248159202,-0.617168953561671
"World","World","MSCI World","23 Developed Markets",1995,618.5,734.299987792969,596.200012207031,732.799987792969,0,732.799987792969,18.480192044134,0.0328691999972822,9.07738095238091,7.27005307392049,-0.179344999162051,0.933060994338172
"World","World","MSCI World","23 Developed Markets",1996,734.299987792969,837.200012207031,725.900024414062,824.099975585938,0,824.099975585938,12.2293326005457,-0.000248684470280627,6.52609569372579,7.27005307392049,0.0988503748118572,0.757794896439397
"World","World","MSCI World","23 Developed Markets",1997,820.400024414062,984.299987792969,794.5,937.700012207031,0,937.700012207031,14.2979015483021,-0.099296220591201,5.55412988949405,7.27005307392049,0.261807930779184,1.33408580638963
"World","World","MSCI World","23 Developed Markets",1998,936.599975585938,1155.5,896.5,1148.19995117188,0,1148.19995117188,22.5923533100202,0.0830436626168189,5.09729149331441,7.27005307392049,0.356348648082264,2.86931694767895
"World","World","MSCI World","23 Developed Markets",1999,1150,1419.09997558594,1123.5,1419.09997558594,0,1419.09997558594,23.399997877038,0.16333165000956,3.04194667094533,7.27005307392049,1.04605694908545,5.03669465815376
"World","World","MSCI World","23 Developed Markets",2000,1420.80004882812,1448.69995117188,1178.09997558594,1228.5,0,1228.5,-13.5346313499028,0.057458496276212,3.43351563418767,7.27005307392049,0.865348801332415,-3.82724419718876
"World","World","MSCI World","23 Developed Markets",2001,1211,1249.09997558594,837.400024414062,1003.09997558594,0,1003.09997558594,-17.1676320738284,0.0504736744459274,3.83657262052543,7.27005307392049,0.709899493460321,-4.34278699863128
"World","World","MSCI World","23 Developed Markets",2002,1006.59997558594,1027.80004882812,696.799987792969,792.400024414062,0,792.400024414062,-21.2795506027298,0.0256201641710103,2.90799857032207,7.27005307392049,1.11618630997578,-6.18924207309996
"World","World","MSCI World","23 Developed Markets",2003,811,1036.90002441406,710.099975585938,1035.30004882812,0,1035.30004882812,27.6572193376233,0.082708907449038,3.02504526252236,7.27005307392049,1.05464846592506,6.11972598282405
"World","World","MSCI World","23 Developed Markets",2004,1032.30004882812,1167.69995117188,997,1165.80004882812,0,1165.80004882812,12.9322865141342,-0.0479243553366577,3.51799903099596,7.27005307392049,0.830468093769692,2.08372941617539
"World","World","MSCI World","23 Developed Markets",2005,1170,1272.5,1111.59997558594,1259.69995117188,0,1259.69995117188,7.66666249332265,0.0504309697363391,4.10725070715931,7.27005307392049,0.619276896340253,0.696933044852053
"World","World","MSCI World","23 Developed Markets",2006,1259.90002441406,1489.09997558594,1241.19995117188,1484.30004882812,0,1484.30004882812,17.8109389686236,0.11502825624535,4.26717463390264,7.27005307392049,0.570111805424023,2.57135281741853
"World","World","MSCI World","23 Developed Markets",2007,1484.69995117188,1686.30004882812,1444.59997558594,1587.09997558594,0,1587.09997558594,6.89701810343821,0.05513865518549,4.81023704342912,7.27005307392049,0.423358980383289,0.359155925035634
"World","World","MSCI World","23 Developed Markets",2008,1578.30004882812,1582.30004882812,759,920.200012207031,0,920.200012207031,-41.6967633695334,0.093128449862993,8.94995335353387,7.27005307392049,-0.168834990469251,-5.09014614677358
"World","World","MSCI World","23 Developed Markets",2009,921.400024414062,1181.40002441406,684.099975585938,1168.5,0,1168.5,26.8178824656613,-0.0466109058827026,2.86044855902674,7.27005307392049,1.14225185168779,6.2058679296777
"World","World","MSCI World","23 Developed Markets",2010,1188.19995117188,1283.69995117188,1026.19995117188,1280.09997558594,0,1280.09997558594,7.7343905226915,-0.0164298144592521,3.32634463368643,7.27005307392049,0.911556700667572,1.01888459247617
"World","World","MSCI World","23 Developed Markets",2011,1287.59997558594,1397.59997558594,1042.30004882812,1182.59997558594,0,1182.59997558594,-8.15470658518912,0.0286421834200772,4.82239636013325,7.27005307392049,0.420386480478499,-2.22882506491286
"World","World","MSCI World","23 Developed Markets",2012,1206,1353.69995117188,1144.19995117188,1338.5,0,1338.5,10.9867330016584,0.00888262864043116,3.72532666110646,7.27005307392049,0.75015478654422,1.53669933558659
"World","World","MSCI World","23 Developed Markets",2013,1365.80004882812,1661.09997558594,1359.19995117188,1661.09997558594,0,1661.09997558594,21.621021833407,-0.00774287514340046,2.65167342916577,7.27005307392049,1.26472964637744,5.19470012097298
"World","World","MSCI World","23 Developed Markets",2014,1660,1764.40002441406,1560.40002441406,1709.69995117188,0,1709.69995117188,2.99397296216114,0.0513748201455261,2.35449052820358,7.27005307392049,1.46536784181928,0.190634741276203
"World","World","MSCI World","23 Developed Markets",2015,1709.5,1813.90002441406,1545.5,1662.80004882812,0,1662.80004882812,-2.73179006562591,-0.0352310643396099,1.44385719270808,7.27005307392049,2.38401650415436,-1.70862981306485
"World","World","MSCI World","23 Developed Markets",2016,1663.09997558594,1776.40002441406,1459.80004882812,1751.19995117188,0,1751.19995117188,5.29733490946017,0.0468022182257562,1.60553917414213,7.27005307392049,2.17402753180381,1.41690279384633
"World","World","MSCI World","23 Developed Markets",2017,1749,2112.39990234375,1747.90002441406,2103.5,0,2103.5,20.2687249857061,0.0902492455897373,2.25427651934813,7.27005307392049,1.54128775620367,5.53562315901984
"World","World","MSCI World","23 Developed Markets",2018,2103.30004882812,2249.69995117188,1794,1883.90002441406,0,1883.90002441406,-10.4312280378781,-0.0143799599836968,2.44258329692817,7.27005307392049,1.40228118265138,-3.73957874782394
"World","World","MSCI World","23 Developed Markets",2019,1885.09997558594,2369.19995117188,1847.90002441406,2358.5,0,2358.5,25.1127277356692,0.0451772904599216,2.20607305781525,7.27005307392049,1.57949613897945,7.14477002388194
"World","World","MSCI World","23 Developed Markets",2020,2358,2699.39990234375,1579.09997558594,2690,0,2690,14.0797285835454,-0.0268930017323938,1.9056635869553,7.27005307392049,1.84618395296968,4.18977098768226
"World","World","MSCI World","23 Developed Markets",2021,2690.10009765625,3252,2649.39990234375,3231.69995117188,0,3231.69995117188,20.1330743784402,-0.0995386538357262,3.4754032028988,7.27005307392049,0.847890055708014,3.72204925910405
"World","World","MSCI World","23 Developed Markets",2022,3230.69995117188,3261.69995117188,2315,2602.69995117188,0,2602.69995117188,-19.4385120714229,0.0330887818054295,7.93092925430087,7.27005307392049,-0.0739985909150632,-3.06456814810659
"World","World","MSCI World","23 Developed Markets",2023,2608.89990234375,3184.30004882812,2586.19995117188,3169.19995117188,0,3169.19995117188,21.4764870175651,0.0690869108885041,5.73316283034957,7.27005307392049,0.228256806243186,2.3381766613831
