"region","country","index","market","year","open","high","low","close","volume","adjust","yearly_return_rate","ave_daily_return_rate","inflation_rate","average_annual_growth_rate","real_annual_average_growth_rate","real_yearly_return_rate"
"Asia","Asia","MSCI All Country Asia ex Japan","11 Asian markets, excluding Japan",2009,34.3699989318848,57.060001373291,26.6900005340576,55.7099990844727,65957300,42.0300140380859,22.2869227356741,-0.0522505866639245,2.60442691032554,-7.02117145206083,-2.67049342429779,5.46064501099037
"Asia","Asia","MSCI All Country Asia ex Japan","11 Asian markets, excluding Japan",2010,57,65.8000030517578,22,63.7000007629395,130026600,48.8463821411133,-14.304592734889,0.0672302567250087,4.13120800196842,-7.02117145206083,-2.17344131240655,-3.59287729707802
"Asia","Asia","MSCI All Country Asia ex Japan","11 Asian markets, excluding Japan",2011,64.5999984741211,65.3099975585938,44.2700004577637,49.9000015258789,148955900,38.9992027282715,-39.6297157129274,-0.0361583195473225,4.89963508305842,-7.02117145206083,-2.0206006587342,-7.54781442734614
"Asia","Asia","MSCI All Country Asia ex Japan","11 Asian markets, excluding Japan",2012,50.8400001525879,60.5200004577637,49.0699996948242,60.5200004577637,120345300,48.1908226013184,-5.21081342116141,0.336266651178922,3.77460691692338,-7.02117145206083,-2.26108212818925,-1.88191834310724
"Asia","Asia","MSCI All Country Asia ex Japan","11 Asian markets, excluding Japan",2013,61.439998626709,61.939998626709,51.5999984741211,60.310001373291,151702200,48.939567565918,-20.3457541344359,0.128613575766323,3.59252473860916,-7.02117145206083,-2.3110808966234,-5.21244418604804
"Asia","Asia","MSCI All Country Asia ex Japan","11 Asian markets, excluding Japan",2014,59.1599998474121,66.5699996948242,54.6300010681152,60.9300003051758,161588800,50.3402290344238,-14.9083347460051,0.0590993021838734,3.00460430930879,-7.02117145206083,-2.50356214671809,-4.47308589607089
"Asia","Asia","MSCI All Country Asia ex Japan","11 Asian markets, excluding Japan",2015,61.1699981689453,69.9400024414062,47.6100006103516,53.4099998474121,326474500,45.1548500061035,-26.1813775416661,-0.0295100541737698,2.16032281273561,-7.02117145206083,-2.90523937231869,-8.96797638525692
"Asia","Asia","MSCI All Country Asia ex Japan","11 Asian markets, excluding Japan",2016,51.9599990844727,61.6300010681152,46.1399993896484,54.9300003051758,260805400,47.2718505859375,-9.02261081820559,0.042830343788162,2.09938521283907,-7.02117145206083,-2.94269864459519,-3.58845231143656
"Asia","Asia","MSCI All Country Asia ex Japan","11 Asian markets, excluding Japan",2017,55.4599990844727,78.4400024414062,55.3199996948242,76.2799987792969,275613400,67.013671875,20.8324431685071,-0.0707669331850111,2.33405290586161,-7.02117145206083,-2.80596157951632,5.54831935333822
"Asia","Asia","MSCI All Country Asia ex Japan","11 Asian markets, excluding Japan",2018,77.3899993896484,83.5199966430664,60.4799995422363,63.5299987792969,286995200,56.9380378723145,-26.427137457853,0.0806555869644135,1.70707123274867,-7.02117145206083,-3.22423827611922,-10.3928586548626
"Asia","Asia","MSCI All Country Asia ex Japan","11 Asian markets, excluding Japan",2019,62.5800018310547,73.9300003051758,61.5499992370605,73.5,315911700,67.1485214233398,7.30028676671926,0.0438093385151229,1.77452524824589,-7.02117145206083,-3.17016278942408,1.99160613945282
"Asia","Asia","MSCI All Country Asia ex Japan","11 Asian markets, excluding Japan",2020,74.3000030517578,90.120002746582,52.9500007629395,89.6100006103516,345497700,82.8304595947266,11.481098509547,0.0500436471674475,1.4601631650209,-7.02117145206083,-3.44746833773917,4.0732807835699
"Asia","Asia","MSCI All Country Asia ex Japan","11 Asian markets, excluding Japan",2021,91.2399978637695,102.440002441406,79.8000030517578,82.6999969482422,277356300,78.0845260620117,-14.4185358502531,0.103329486814682,2.511946413594,-7.02117145206083,-2.71448272352737,-4.8208259096189
"Asia","Asia","MSCI All Country Asia ex Japan","11 Asian markets, excluding Japan",2022,83.129997253418,85.7200012207031,54.3899993896484,64.7900009155273,327063000,62.1942939758301,-25.1842944415917,-0.032863091422032,4.31187759381894,-7.02117145206083,-2.13352978221246,-5.55287118621357
"Asia","Asia","MSCI All Country Asia ex Japan","11 Asian markets, excluding Japan",2023,65.7799987792969,73.0899963378906,60.9199981689453,66.5699996948242,164892900,65.37353515625,-0.617913698068968,-0.0398856123426113,3.30855937426495,-7.02117145206083,-2.39749065268203,-0.911319244150786
"Asia","Asia","MSCI All Country Asia ex Japan","11 Asian markets, excluding Japan",2024,65.4700012207031,82.25,61.2999992370605,72.1800003051758,138647700,72.1800003051758,10.2489674039456,0.107551539115752,2.33063913494618,-7.02117145206083,-2.80781261736964,2.37742005308161
"Asia","Asia","MSCI All Country Asia ex Japan","11 Asian markets, excluding Japan",2025,72.129997253418,77.4899978637695,64.3300018310547,75.5500030517578,53023991,75.5500030517578,4.74144728763009,-0.204227079456885,1.9035677766,-7.02117145206083,-3.07371479342957,0.977376706650591
