"region","country","index","market","year","open","high","low","close","volume","adjust","yearly_return_rate","ave_daily_return_rate","inflation_rate","average_annual_growth_rate","real_annual_average_growth_rate","real_yearly_return_rate"
"Europe","Spain","IBEX 35","Madrid Stock Exchange",2006,10725.7998046875,14420.7998046875,10611.099609375,14146.5,41551000,14146.4853515625,31.8921256145398,0.111881110944406,3.51557576832128,0.597419174234396,-2.81905072973563,27.4128310020979
"Europe","Spain","IBEX 35","Madrid Stock Exchange",2008,15101.900390625,15186,7737.2001953125,9195.7998046875,69597400,9195.7900390625,-39.1083916513508,-0.165921228380435,4.07534335957339,0.597419174234396,-3.34173693121818,-41.4927624708642
"Europe","Spain","IBEX 35","Madrid Stock Exchange",2009,9262,12102.599609375,6702.60009765625,11940,56506400,11939.98828125,28.9137149778666,0.115433022279354,-0.28781308353524,0.597419174234396,0.887787426136022,29.2858164728307
"Europe","Spain","IBEX 35","Madrid Stock Exchange",2010,11986.5,12240.5,8563.599609375,9859.099609375,19652559200,9859.08984375,-17.7483849017645,-0.0571409949436847,1.79986457728769,0.597419174234396,-1.18118566075339,-19.2026281765934
"Europe","Spain","IBEX 35","Madrid Stock Exchange",2011,9899.400390625,11165,7505.2998046875,8566.2998046875,59663621000,8566.291015625,-13.4665668868439,-0.0392019699057059,3.1961018883379,0.597419174234396,-2.51819852354053,-16.1466067712629
"Europe","Spain","IBEX 35","Madrid Stock Exchange",2013,8337.900390625,10063.900390625,7508.39990234375,9916.7001953125,59505248300,9916.6904296875,18.9351031446438,0.0831192172485949,1.40858109183019,0.597419174234396,-0.79989475137342,17.2830759134106
"Europe","Spain","IBEX 35","Madrid Stock Exchange",2014,9923.599609375,11249.400390625,9370.5,10279.5,69858809500,10279.4892578125,3.58629592533424,0.0208136226116124,-0.151114837527235,0.597419174234396,0.749666869633669,3.74306709261703
"Europe","Spain","IBEX 35","Madrid Stock Exchange",2015,10386.7001953125,11884.599609375,9231.2998046875,9544.2001953125,73615351100,9544.1904296875,-8.11142855557941,-0.0196559064101925,-0.500365709903242,0.597419174234396,1.10330544626625,-7.64933750759895
"Europe","Spain","IBEX 35","Madrid Stock Exchange",2016,9429.7998046875,9452.900390625,7579.7998046875,9352.099609375,72069067400,9352.099609375,-0.823985629831459,0.00512845957628743,-0.202598000426452,0.597419174234396,0.801641283872567,-0.622649104039463
"Europe","Spain","IBEX 35","Madrid Stock Exchange",2018,10089.599609375,10643.400390625,8286.2001953125,8539.900390625,42898502500,8539.900390625,-15.3593728071237,-0.0599036416274021,1.6749813686379,0.597419174234396,-1.05981056489861,-16.7537322814951
"Europe","Spain","IBEX 35","Madrid Stock Exchange",2020,9639.099609375,10100.2001953125,5814.5,8073.7001953125,67137356100,8073.7001953125,-16.240099983405,-0.0424430804388793,-0.322753017299739,0.597419174234396,0.923151691472612,-15.9688870308264
"Europe","Spain","IBEX 35","Madrid Stock Exchange",2021,8191.7998046875,9310.7998046875,7713.5,8713.7998046875,44672382500,8713.7998046875,6.37222603635042,0.0350201350979671,3.0931351197642,0.597419174234396,-2.42083621051052,3.18070734077189
"Europe","Spain","IBEX 35","Madrid Stock Exchange",2022,8729.7001953125,8992.7001953125,7189.60009765625,8229.099609375,48449605500,8229.099609375,-5.73445335735931,-0.0148101720156301,8.39057634118627,0.597419174234396,-7.18988442539596,-13.0316030925821
"Europe","Spain","IBEX 35","Madrid Stock Exchange",2023,8297.900390625,10301.2998046875,8283.7001953125,10102.099609375,37603884600,10102.099609375,21.7428401621739,0.0842962879749055,3.53236133492433,0.597419174234396,-2.83480655019109,17.5891659307752
"Europe","Spain","IBEX 35","Madrid Stock Exchange",2024,10161.099609375,12153.599609375,9798.7998046875,11595,33578462300,11595,14.1116655258652,0.0573202448961107,2.77417826534772,0.597419174234396,-2.11800194159009,11.0314550326502
