"open","high","low","close","volume","adjust","date","region","country","index","market","country_code","daily_return"
1153.68005371094,1153.68005371094,1153.68005371094,1153.68005371094,0,1153.68005371094,1988-07-01,"Europe","Germany","DAX","Frankfurt Stock Exchange (FRA)","de",NA
1170.43994140625,1170.43994140625,1170.43994140625,1170.43994140625,0,1170.43994140625,1988-07-04,"Europe","Germany","DAX","Frankfurt Stock Exchange (FRA)","de",1.45273272614903
1177.40002441406,1177.40002441406,1177.40002441406,1177.40002441406,0,1177.40002441406,1988-07-05,"Europe","Germany","DAX","Frankfurt Stock Exchange (FRA)","de",0.59465528828845
1194.9599609375,1194.9599609375,1194.9599609375,1194.9599609375,0,1194.9599609375,1988-07-06,"Europe","Germany","DAX","Frankfurt Stock Exchange (FRA)","de",1.49141635462223
1186.42004394531,1186.42004394531,1186.42004394531,1186.42004394531,0,1186.42004394531,1988-07-07,"Europe","Germany","DAX","Frankfurt Stock Exchange (FRA)","de",-0.714661350283866
1199.92004394531,1199.92004394531,1199.92004394531,1199.92004394531,0,1199.92004394531,1988-07-08,"Europe","Germany","DAX","Frankfurt Stock Exchange (FRA)","de",1.13787693228
1191.53002929688,1191.53002929688,1191.53002929688,1191.53002929688,0,1191.53002929688,1988-07-11,"Europe","Germany","DAX","Frankfurt Stock Exchange (FRA)","de",-0.699214476062197
1182.46997070312,1182.46997070312,1182.46997070312,1182.46997070312,0,1182.46997070312,1988-07-12,"Europe","Germany","DAX","Frankfurt Stock Exchange (FRA)","de",-0.760371822025867
1167.73999023438,1167.73999023438,1167.73999023438,1167.73999023438,0,1167.73999023438,1988-07-13,"Europe","Germany","DAX","Frankfurt Stock Exchange (FRA)","de",-1.24569594439605
1185.15002441406,1185.15002441406,1185.15002441406,1185.15002441406,0,1185.15002441406,1988-07-14,"Europe","Germany","DAX","Frankfurt Stock Exchange (FRA)","de",1.49091701280121
1189.58996582031,1189.58996582031,1189.58996582031,1189.58996582031,0,1189.58996582031,1988-07-15,"Europe","Germany","DAX","Frankfurt Stock Exchange (FRA)","de",0.374631170298048
1188.40002441406,1188.40002441406,1188.40002441406,1188.40002441406,0,1188.40002441406,1988-07-18,"Europe","Germany","DAX","Frankfurt Stock Exchange (FRA)","de",-0.100029542988743
1168.57995605469,1168.57995605469,1168.57995605469,1168.57995605469,0,1168.57995605469,1988-07-19,"Europe","Germany","DAX","Frankfurt Stock Exchange (FRA)","de",-1.66779434131594
1169.7900390625,1169.7900390625,1169.7900390625,1169.7900390625,0,1169.7900390625,1988-07-20,"Europe","Germany","DAX","Frankfurt Stock Exchange (FRA)","de",0.103551579978997
1181.05004882812,1181.05004882812,1181.05004882812,1181.05004882812,0,1181.05004882812,1988-07-21,"Europe","Germany","DAX","Frankfurt Stock Exchange (FRA)","de",0.962566733313019
1156.25,1156.25,1156.25,1156.25,0,1156.25,1988-07-22,"Europe","Germany","DAX","Frankfurt Stock Exchange (FRA)","de",-2.09983047312283
1149.77001953125,1149.77001953125,1149.77001953125,1149.77001953125,0,1149.77001953125,1988-07-25,"Europe","Germany","DAX","Frankfurt Stock Exchange (FRA)","de",-0.560430743243243
1167.65002441406,1167.65002441406,1167.65002441406,1167.65002441406,0,1167.65002441406,1988-07-26,"Europe","Germany","DAX","Frankfurt Stock Exchange (FRA)","de",1.55509402568194
1176.5,1176.5,1176.5,1176.5,0,1176.5,1988-07-27,"Europe","Germany","DAX","Frankfurt Stock Exchange (FRA)","de",0.75793049294702
1163.27001953125,1163.27001953125,1163.27001953125,1163.27001953125,0,1163.27001953125,1988-07-28,"Europe","Germany","DAX","Frankfurt Stock Exchange (FRA)","de",-1.12452022683808
1178.53002929688,1178.53002929688,1178.53002929688,1178.53002929688,0,1178.53002929688,1988-07-29,"Europe","Germany","DAX","Frankfurt Stock Exchange (FRA)","de",1.31182008557
1190.67004394531,1190.67004394531,1190.67004394531,1190.67004394531,0,1190.67004394531,1988-08-01,"Europe","Germany","DAX","Frankfurt Stock Exchange (FRA)","de",1.03009803285881
1187.10998535156,1187.10998535156,1187.10998535156,1187.10998535156,0,1187.10998535156,1988-08-02,"Europe","Germany","DAX","Frankfurt Stock Exchange (FRA)","de",-0.298996234250898
1192.42004394531,1192.42004394531,1192.42004394531,1192.42004394531,0,1192.42004394531,1988-08-03,"Europe","Germany","DAX","Frankfurt Stock Exchange (FRA)","de",0.447309740400964
1182.97998046875,1182.97998046875,1182.97998046875,1182.97998046875,0,1182.97998046875,1988-08-04,"Europe","Germany","DAX","Frankfurt Stock Exchange (FRA)","de",-0.791672659688656
1193.86999511719,1193.86999511719,1193.86999511719,1193.86999511719,0,1193.86999511719,1988-08-05,"Europe","Germany","DAX","Frankfurt Stock Exchange (FRA)","de",0.920557814014941
1202.28002929688,1202.28002929688,1202.28002929688,1202.28002929688,0,1202.28002929688,1988-08-08,"Europe","Germany","DAX","Frankfurt Stock Exchange (FRA)","de",0.704434671621175
1193.4599609375,1193.4599609375,1193.4599609375,1193.4599609375,0,1193.4599609375,1988-08-09,"Europe","Germany","DAX","Frankfurt Stock Exchange (FRA)","de",-0.733611816253257
1174.98999023438,1174.98999023438,1174.98999023438,1174.98999023438,0,1174.98999023438,1988-08-10,"Europe","Germany","DAX","Frankfurt Stock Exchange (FRA)","de",-1.54759868849025
1162.76000976562,1162.76000976562,1162.76000976562,1162.76000976562,0,1162.76000976562,1988-08-11,"Europe","Germany","DAX","Frankfurt Stock Exchange (FRA)","de",-1.04085826861474
