"open","high","low","close","volume","adjust","date","region","country","index","market","daily_return"
309.600006103516,309.600006103516,309.600006103516,309.600006103516,0,309.600006103516,"1986-03-31","World","World","MSCI World","23 Developed Markets",NA
308,308,308,308,0,308,"1986-04-01","World","World","MSCI World","23 Developed Markets",-0.516797826864596
306.299987792969,306.299987792969,306.299987792969,306.299987792969,0,306.299987792969,"1986-04-02","World","World","MSCI World","23 Developed Markets",-0.551952015269886
302.200012207031,302.200012207031,302.200012207031,302.200012207031,0,302.200012207031,"1986-04-03","World","World","MSCI World","23 Developed Markets",-1.33854905299856
298,298,298,298,0,298,"1986-04-04","World","World","MSCI World","23 Developed Markets",-1.38981205737143
296.899993896484,296.899993896484,296.899993896484,296.899993896484,0,296.899993896484,"1986-04-07","World","World","MSCI World","23 Developed Markets",-0.369129564938129
301.600006103516,301.600006103516,301.600006103516,301.600006103516,0,301.600006103516,"1986-04-08","World","World","MSCI World","23 Developed Markets",1.58302873144212
303.100006103516,303.100006103516,303.100006103516,303.100006103516,0,303.100006103516,"1986-04-09","World","World","MSCI World","23 Developed Markets",0.49734747004122
305.5,305.5,305.5,305.5,0,305.5,"1986-04-10","World","World","MSCI World","23 Developed Markets",0.791815852245388
307.399993896484,307.399993896484,307.399993896484,307.399993896484,0,307.399993896484,"1986-04-11","World","World","MSCI World","23 Developed Markets",0.621929262351678
308,308,308,308,0,308,"1986-04-14","World","World","MSCI World","23 Developed Markets",0.19518741555918
307.799987792969,307.799987792969,307.799987792969,307.799987792969,0,307.799987792969,"1986-04-15","World","World","MSCI World","23 Developed Markets",-0.0649390282568993
313.299987792969,313.299987792969,313.299987792969,313.299987792969,0,313.299987792969,"1986-04-16","World","World","MSCI World","23 Developed Markets",1.78687466475775
316.299987792969,316.299987792969,316.299987792969,316.299987792969,0,316.299987792969,"1986-04-17","World","World","MSCI World","23 Developed Markets",0.957548712699735
318.5,318.5,318.5,318.5,0,318.5,"1986-04-18","World","World","MSCI World","23 Developed Markets",0.695546092929744
322.200012207031,322.200012207031,322.200012207031,322.200012207031,0,322.200012207031,"1986-04-21","World","World","MSCI World","23 Developed Markets",1.16169928007261
321.700012207031,321.700012207031,321.700012207031,321.700012207031,0,321.700012207031,"1986-04-22","World","World","MSCI World","23 Developed Markets",-0.155183110197625
320.700012207031,320.700012207031,320.700012207031,320.700012207031,0,320.700012207031,"1986-04-23","World","World","MSCI World","23 Developed Markets",-0.310848604928385
319.399993896484,319.399993896484,319.399993896484,319.399993896484,0,319.399993896484,"1986-04-24","World","World","MSCI World","23 Developed Markets",-0.405368961977973
319.600006103516,319.600006103516,319.600006103516,319.600006103516,0,319.600006103516,"1986-04-25","World","World","MSCI World","23 Developed Markets",0.0626212306992319
321.600006103516,321.600006103516,321.600006103516,321.600006103516,0,321.600006103516,"1986-04-28","World","World","MSCI World","23 Developed Markets",0.625782215833944
320.600006103516,320.600006103516,320.600006103516,320.600006103516,0,320.600006103516,"1986-04-29","World","World","MSCI World","23 Developed Markets",-0.310945267730537
317.5,317.5,317.5,317.5,0,317.5,"1986-04-30","World","World","MSCI World","23 Developed Markets",-0.966938878508534
316.399993896484,316.399993896484,316.399993896484,316.399993896484,0,316.399993896484,"1986-05-01","World","World","MSCI World","23 Developed Markets",-0.346458615280512
314.5,314.5,314.5,314.5,0,314.5,"1986-05-02","World","World","MSCI World","23 Developed Markets",-0.600503771534834
319.700012207031,319.700012207031,319.700012207031,319.700012207031,0,319.700012207031,"1986-05-05","World","World","MSCI World","23 Developed Markets",1.65342200541534
317.5,317.5,317.5,317.5,0,317.5,"1986-05-06","World","World","MSCI World","23 Developed Markets",-0.68814892806653
317.799987792969,317.799987792969,317.799987792969,317.799987792969,0,317.799987792969,"1986-05-07","World","World","MSCI World","23 Developed Markets",0.094484344242126
320.700012207031,320.700012207031,320.700012207031,320.700012207031,0,320.700012207031,"1986-05-08","World","World","MSCI World","23 Developed Markets",0.912531317009277
322,322,322,322,0,322,"1986-05-09","World","World","MSCI World","23 Developed Markets",0.405359446051262
321.899993896484,321.899993896484,321.899993896484,321.899993896484,0,321.899993896484,"1986-05-12","World","World","MSCI World","23 Developed Markets",-0.0310577961228649
319.899993896484,319.899993896484,319.899993896484,319.899993896484,0,319.899993896484,"1986-05-13","World","World","MSCI World","23 Developed Markets",-0.621310977919171
318.399993896484,318.399993896484,318.399993896484,318.399993896484,0,318.399993896484,"1986-05-14","World","World","MSCI World","23 Developed Markets",-0.468896539111964
315.899993896484,315.899993896484,315.899993896484,315.899993896484,0,315.899993896484,"1986-05-15","World","World","MSCI World","23 Developed Markets",-0.785175894448283
311.600006103516,311.600006103516,311.600006103516,311.600006103516,0,311.600006103516,"1986-05-16","World","World","MSCI World","23 Developed Markets",-1.36118641217125
